,name,eans,0,1,cluster_id
4251,Bio Jus fruits mélangés,7616800625768,plats-cuisines,pizza-menus-snacks,11
4252,Bio Céléris râpé,7617027632737,plats-cuisines,pizza-menus-snacks,11
4253,Bio Céléris râpé,7617027632744,plats-cuisines,pizza-menus-snacks,11
4254,Tradition Sauce Francaise,7613269580928,plats-cuisines,pizza-menus-snacks,11
4255,Tradition Sauce Francaise,7613269580935,plats-cuisines,pizza-menus-snacks,11
4256,Andros pommes frais,3608580004813,plats-cuisines,pizza-menus-snacks,11
4257,Andros pommes frais,7613269488903,plats-cuisines,pizza-menus-snacks,11
4258,Bio Juice Orange sanguine,7616800835440,plats-cuisines,pizza-menus-snacks,11
4259,Bio Juice Orange sanguine,7616800625751,plats-cuisines,pizza-menus-snacks,11
4260,Anna's Best Vegi Hummus Basilic,7613269511168,plats-cuisines,pizza-menus-snacks,11
4261,Anna's Best Vegi Hummus Basilic,7613269511175,plats-cuisines,pizza-menus-snacks,11
4262,Anna's Best Gratin de cornettes,7617027151917,plats-cuisines,pizza-menus-snacks,11
4263,Anna's Best Gratin de cornettes,7616800598789,plats-cuisines,pizza-menus-snacks,11
4264,Anna's Best Persil coupé,7617027632843,plats-cuisines,pizza-menus-snacks,11
4265,Anna's Best Persil coupé,7617027632850,plats-cuisines,pizza-menus-snacks,11
4266,Anna's Best Velouté de courge au curry,7613269375845,plats-cuisines,pizza-menus-snacks,11
4267,Anna's Best Velouté de courge au curry,7613269375852,plats-cuisines,pizza-menus-snacks,11
4268,Bio Salade de betteraves,7617027632713,plats-cuisines,pizza-menus-snacks,11
4269,Bio Salade de betteraves,7617027632720,plats-cuisines,pizza-menus-snacks,11
4270,Anna's Best Délice viande,7613269250302,plats-cuisines,pizza-menus-snacks,11
4271,Anna's Best Délice viande,7613269250319,plats-cuisines,pizza-menus-snacks,11
4272,Anna's Best Saucisses et purée,7613269639817,plats-cuisines,pizza-menus-snacks,11
4273,Anna's Best Saucisses et purée,7613269639824,plats-cuisines,pizza-menus-snacks,11
4274,M-Budget Pizza Margherita,7613269351627,plats-cuisines,pizza-menus-snacks,11
4275,M-Budget Pizza Margherita,7613269351634,plats-cuisines,pizza-menus-snacks,11
4276,Anna's Best Mélange de melons,7613269429722,plats-cuisines,pizza-menus-snacks,11
4277,Anna's Best Mélange de melons,7613269429739,plats-cuisines,pizza-menus-snacks,11
4278,Anna's Best Vegi Hummus Trio,7613269351740,plats-cuisines,pizza-menus-snacks,11
4279,Anna's Best Vegi Hummus Trio,7613269351757,plats-cuisines,pizza-menus-snacks,11
4280,Anna's Best Vegi Saladbowl French,7617027831963,plats-cuisines,pizza-menus-snacks,11
4281,Anna's Best Vegi Saladbowl French,7617027831970,plats-cuisines,pizza-menus-snacks,11
4282,Frifrench Sauce à salade Vitafrench,7612232018178,plats-cuisines,pizza-menus-snacks,11
4283,Frifrench Sauce à salade Vitafrench,7612232018376,plats-cuisines,pizza-menus-snacks,11
4284,Tradition Tarte flambée,7613269497431,plats-cuisines,pizza-menus-snacks,11
4285,Tradition Tarte flambée,7613269497448,plats-cuisines,pizza-menus-snacks,11
4286,Anna's Best Emincé de boeuf,7613269686019,plats-cuisines,pizza-menus-snacks,11
4287,Anna's Best Emincé de boeuf,7613269686026,plats-cuisines,pizza-menus-snacks,11
4288,Anna's Best Salade pomme de terre,7613269418948,plats-cuisines,pizza-menus-snacks,11
4289,Anna's Best Salade pomme de terre,7613269418955,plats-cuisines,pizza-menus-snacks,11
4290,Anna's Best Légumes apéro avec sauce,7617027634243,plats-cuisines,pizza-menus-snacks,11
4291,Anna's Best Légumes apéro avec sauce,7617027634250,plats-cuisines,pizza-menus-snacks,11
4292,M-Budget Gnocchis aux pommes de terre,7617027626804,plats-cuisines,pizza-menus-snacks,11
4293,M-Budget Gnocchis aux pommes de terre,7616800596358,plats-cuisines,pizza-menus-snacks,11
4294,Anna's Best Pizza Chorizo,7613269490258,plats-cuisines,pizza-menus-snacks,11
4295,Anna's Best Pizza Chorizo,7613269490265,plats-cuisines,pizza-menus-snacks,11
4296,Baguette Parisienne jambon,7610200427274,plats-cuisines,pizza-menus-snacks,11
4297,Baguette Parisienne jambon,7611596005084,plats-cuisines,pizza-menus-snacks,11
4298,Baguette Parisienne jambon,7617027292429,plats-cuisines,pizza-menus-snacks,11
4299,Anna's Best Saladbowl Printemps,7613269550839,plats-cuisines,pizza-menus-snacks,11
4300,Anna's Best Saladbowl Printemps,7613269550846,plats-cuisines,pizza-menus-snacks,11
4301,Anna's Best Salade de betteraves rouges,7617027632553,plats-cuisines,pizza-menus-snacks,11
4302,Anna's Best Salade de betteraves rouges,7617027632560,plats-cuisines,pizza-menus-snacks,11
4303,Anna's Best Salade du mois,7613269213390,plats-cuisines,pizza-menus-snacks,11
4304,Anna's Best Salade du mois,7613269213505,plats-cuisines,pizza-menus-snacks,11
4305,Salade de quinoa végétarienne avec dip au tahini.,7613269553540,plats-cuisines,pizza-menus-snacks,11
4306,Salade de quinoa végétarienne avec dip au tahini.,7613269553557,plats-cuisines,pizza-menus-snacks,11
4307,Bio Anna's Best Légumes du marché,7613269835639,plats-cuisines,pizza-menus-snacks,11
4308,Bio Anna's Best Légumes du marché,7613269835646,plats-cuisines,pizza-menus-snacks,11
4309,Anna's Best Salade automnale,7617027852661,plats-cuisines,pizza-menus-snacks,11
4310,Anna's Best Salade automnale,7617027852678,plats-cuisines,pizza-menus-snacks,11
4311,Anna's Best Salade Coleslaw,7613269372097,plats-cuisines,pizza-menus-snacks,11
4312,Anna's Best Salade Coleslaw,7613269372103,plats-cuisines,pizza-menus-snacks,11
4313,Anna's Best Vegi Hummus piquant,7613269861553,plats-cuisines,pizza-menus-snacks,11
4314,Anna's Best Vegi Hummus piquant,7613269861560,plats-cuisines,pizza-menus-snacks,11
4315,Bio Fiori citron et thym,7613269811817,plats-cuisines,pizza-menus-snacks,11
4316,Bio Fiori citron et thym,7613269811824,plats-cuisines,pizza-menus-snacks,11
4317,M-Classic Tortelloni al formaggio,7617027115001,plats-cuisines,pizza-menus-snacks,11
4318,M-Classic Tortelloni al formaggio,7616800596525,plats-cuisines,pizza-menus-snacks,11
4319,Saladbowl Italian,7613269550853,plats-cuisines,pizza-menus-snacks,11
4320,Saladbowl Italian,7613269550860,plats-cuisines,pizza-menus-snacks,11
4321,Anna's Best Spätzli fini,7613269259541,plats-cuisines,pizza-menus-snacks,11
4322,Anna's Best Spätzli fini,7616800897752,plats-cuisines,pizza-menus-snacks,11
4323,Anna's Best Spätzli fini,7616800606620,plats-cuisines,pizza-menus-snacks,11
4324,Anna's Best Salade pâtes Caprese,7613269310198,plats-cuisines,pizza-menus-snacks,11
4325,Anna's Best Salade pâtes Caprese,7613269310501,plats-cuisines,pizza-menus-snacks,11
4326,Anna's Best Vegi Saladbowl Deluxe,7617027979993,plats-cuisines,pizza-menus-snacks,11
4327,Anna's Best Vegi Saladbowl Deluxe,7617027980005,plats-cuisines,pizza-menus-snacks,11
4328,Tradition Sauce Balsamique,7613269393030,plats-cuisines,pizza-menus-snacks,11
4329,Tradition Sauce Balsamique,7613269393047,plats-cuisines,pizza-menus-snacks,11
4330,Anna's Best Vegi Risotto champignons,7613269260295,plats-cuisines,pizza-menus-snacks,11
4331,Anna's Best Vegi Risotto champignons,7616800909134,plats-cuisines,pizza-menus-snacks,11
4332,Anna's Best Vegi Risotto champignons,7616800607641,plats-cuisines,pizza-menus-snacks,11
4333,Anna's Best Spätzli,7610200385635,plats-cuisines,pizza-menus-snacks,11
4334,Anna's Best Spätzli,7616800596716,plats-cuisines,pizza-menus-snacks,11
4335,Cornatur brochettes,7613269852070,plats-cuisines,pizza-menus-snacks,11
4336,Cornatur brochettes,7613269852087,plats-cuisines,pizza-menus-snacks,11
4337,Sélection raviolone au vacherin,7613269499251,plats-cuisines,pizza-menus-snacks,11
4338,Sélection raviolone au vacherin,7613269499268,plats-cuisines,pizza-menus-snacks,11
4339,Anna's Best Sugo Siciliana,7613269700265,plats-cuisines,pizza-menus-snacks,11
4340,Anna's Best Sugo Siciliana,7613269700272,plats-cuisines,pizza-menus-snacks,11
4341,Anna's Best Juice Orange-mangue-rais,7613269260660,plats-cuisines,pizza-menus-snacks,11
4342,Anna's Best Juice Orange-mangue-rais,7616800150352,plats-cuisines,pizza-menus-snacks,11
4343,Anna's Best Juice Orange-mangue-rais,7616800608099,plats-cuisines,pizza-menus-snacks,11
4344,Anna's Best Gnocchi basilico pomodorini,7613269684367,plats-cuisines,pizza-menus-snacks,11
4345,Anna's Best Gnocchi basilico pomodorini,7613269684374,plats-cuisines,pizza-menus-snacks,11
4346,Anna's Best Vegi SW Concombre & Tomate,7617027873352,plats-cuisines,pizza-menus-snacks,11
4347,Anna's Best Vegi SW Concombre & Tomate,7617027873369,plats-cuisines,pizza-menus-snacks,11
4348,Anna's Best Jus de mandarine,7613269260745,plats-cuisines,pizza-menus-snacks,11
4349,Anna's Best Jus de mandarine,7616800896212,plats-cuisines,pizza-menus-snacks,11
4350,Anna's Best Jus de mandarine,7616800608242,plats-cuisines,pizza-menus-snacks,11
4351,M-Classic Chicken,7613269251132,plats-cuisines,pizza-menus-snacks,11
4352,M-Classic Chicken,7613269251149,plats-cuisines,pizza-menus-snacks,11
4353,Anna's Best Laitue iceberg,7613269137887,plats-cuisines,pizza-menus-snacks,11
4354,Anna's Best Laitue iceberg,7613269137894,plats-cuisines,pizza-menus-snacks,11
4355,Anna's Best Vegi Sandwich Oeuf,7617027954570,plats-cuisines,pizza-menus-snacks,11
4356,Anna's Best Vegi Sandwich Oeuf,7617027954587,plats-cuisines,pizza-menus-snacks,11
4357,Tradition Tarte flambée,7613269497363,plats-cuisines,pizza-menus-snacks,11
4358,Tradition Tarte flambée,7613269497370,plats-cuisines,pizza-menus-snacks,11
4359,Anna's Best Chicken Crispy,7613269250661,plats-cuisines,pizza-menus-snacks,11
4360,Anna's Best Chicken Crispy,7613269250678,plats-cuisines,pizza-menus-snacks,11
4361,Andros Dessert framboise,3608580004912,plats-cuisines,pizza-menus-snacks,11
4362,Andros Dessert framboise,7613269488637,plats-cuisines,pizza-menus-snacks,11
4363,Saladbowl Rustico,7613269552307,plats-cuisines,pizza-menus-snacks,11
4364,Saladbowl Rustico,7613269552314,plats-cuisines,pizza-menus-snacks,11
4365,Anna's Best Jus pamplemousse rose,7613269260752,plats-cuisines,pizza-menus-snacks,11
4366,Anna's Best Jus pamplemousse rose,7616800896274,plats-cuisines,pizza-menus-snacks,11
4367,Anna's Best Jus pamplemousse rose,7616800608259,plats-cuisines,pizza-menus-snacks,11
4368,Anna's Best Mezz. Pesto & Grana Padano,7613269829218,plats-cuisines,pizza-menus-snacks,11
4369,Anna's Best Mezz. Pesto & Grana Padano,7613269829225,plats-cuisines,pizza-menus-snacks,11
4370,M-Classic chicken ketchup,7613269251156,plats-cuisines,pizza-menus-snacks,11
4371,M-Classic chicken ketchup,7613269251163,plats-cuisines,pizza-menus-snacks,11
4372,Bio Anna's Best Smoothie ananas,7613269467724,plats-cuisines,pizza-menus-snacks,11
4373,Bio Anna's Best Smoothie ananas,7613269467731,plats-cuisines,pizza-menus-snacks,11
4374,Anna's Best Olives Italia,7617027633826,plats-cuisines,pizza-menus-snacks,11
4375,Anna's Best Olives Italia,7617027633833,plats-cuisines,pizza-menus-snacks,11
4376,Mini Blinis 12 piéces,7610429001507,plats-cuisines,pizza-menus-snacks,11
4377,Mini Blinis 12 piéces,7617027292498,plats-cuisines,pizza-menus-snacks,11
4378,Bio Agnolotti arrabbiata,7613269392156,plats-cuisines,pizza-menus-snacks,11
4379,Bio Agnolotti arrabbiata,7613269392163,plats-cuisines,pizza-menus-snacks,11
4380,Bio Salade Iceberg,7617027631310,plats-cuisines,pizza-menus-snacks,11
4381,Bio Salade Iceberg,7617027631327,plats-cuisines,pizza-menus-snacks,11
4382,Meica Curryking XXL,4000503830407,plats-cuisines,pizza-menus-snacks,11
4383,Meica Curryking XXL,4000503282008,plats-cuisines,pizza-menus-snacks,11
4384,Meica Curryking XXL,7641079005072,plats-cuisines,pizza-menus-snacks,11
4385,Carote Grattugiate,7617027907460,plats-cuisines,pizza-menus-snacks,11
4386,Carote Grattugiate,7617027907477,plats-cuisines,pizza-menus-snacks,11
4387,Anna's Best Mini Spring Rolls,7610200421869,plats-cuisines,pizza-menus-snacks,11
4388,Anna's Best Mini Spring Rolls,7616800598666,plats-cuisines,pizza-menus-snacks,11
4389,Anna's Best Salade de fruits,7613269267249,plats-cuisines,pizza-menus-snacks,11
4390,Anna's Best Salade de fruits,7613269267256,plats-cuisines,pizza-menus-snacks,11
4391,Anna's Best Birchermüesli printemps,7613269305521,plats-cuisines,pizza-menus-snacks,11
4392,Anna's Best Birchermüesli printemps,7613269305538,plats-cuisines,pizza-menus-snacks,11
4393,Anna's Best India Mango Lassi,7613269260790,plats-cuisines,pizza-menus-snacks,11
4394,Anna's Best India Mango Lassi,7616800908564,plats-cuisines,pizza-menus-snacks,11
4395,Anna's Best India Mango Lassi,7616800608334,plats-cuisines,pizza-menus-snacks,11
4396,M-Classic Jambon-fromage,7613269251071,plats-cuisines,pizza-menus-snacks,11
4397,M-Classic Jambon-fromage,7613269251088,plats-cuisines,pizza-menus-snacks,11
4398,Garofalo Quadrucci Brasato,8000139929199,plats-cuisines,pizza-menus-snacks,11
4399,Garofalo Quadrucci Brasato,7613269906537,plats-cuisines,pizza-menus-snacks,11
4400,Bio Frifrench Sauce à salade French,7616600703413,plats-cuisines,pizza-menus-snacks,11
4401,Bio Frifrench Sauce à salade French,7616800599090,plats-cuisines,pizza-menus-snacks,11
4402,Anna's Best Canapé aux oeufs,7610200375797,plats-cuisines,pizza-menus-snacks,11
4403,Anna's Best Canapé aux oeufs,7617015052837,plats-cuisines,pizza-menus-snacks,11
4404,Bio Teriyaki Médaillon,7613269870395,plats-cuisines,pizza-menus-snacks,11
4405,Bio Teriyaki Médaillon,7613269870500,plats-cuisines,pizza-menus-snacks,11
4406,Anna's Best Jus fruits mélangés,7613269260738,plats-cuisines,pizza-menus-snacks,11
4407,Anna's Best Jus fruits mélangés,7616800895406,plats-cuisines,pizza-menus-snacks,11
4408,Anna's Best Jus fruits mélangés,7616800608235,plats-cuisines,pizza-menus-snacks,11
4409,Bio Anna's Best Sugo pomodoro,7613269700111,plats-cuisines,pizza-menus-snacks,11
4410,Bio Anna's Best Sugo pomodoro,7613269700128,plats-cuisines,pizza-menus-snacks,11
4411,M-Budget Pizza Margherita,7616700142211,plats-cuisines,pizza-menus-snacks,11
4412,M-Budget Pizza Margherita,7616700142228,plats-cuisines,pizza-menus-snacks,11
4413,Tradition Sauce Balsamique,7613269580591,plats-cuisines,pizza-menus-snacks,11
4414,Tradition Sauce Balsamique,7613269581307,plats-cuisines,pizza-menus-snacks,11
4415,Anna's Best Mélange minestrone,7617027632966,plats-cuisines,pizza-menus-snacks,11
4416,Anna's Best Mélange minestrone,7617027632973,plats-cuisines,pizza-menus-snacks,11
4417,Anna's Best Asia Bami Goreng,7613269736974,plats-cuisines,pizza-menus-snacks,11
4418,Anna's Best Asia Bami Goreng,7613269736981,plats-cuisines,pizza-menus-snacks,11
4419,Anna's Best Salade de mais,7613269419112,plats-cuisines,pizza-menus-snacks,11
4420,Anna's Best Salade de mais,7613269419129,plats-cuisines,pizza-menus-snacks,11
4421,Bio Carottes et céléri râpés,7617027632775,plats-cuisines,pizza-menus-snacks,11
4422,Bio Carottes et céléri râpés,7617027656344,plats-cuisines,pizza-menus-snacks,11
4423,M-Classic Laitue iceberg,7613269757856,plats-cuisines,pizza-menus-snacks,11
4424,M-Classic Laitue iceberg,7613269757863,plats-cuisines,pizza-menus-snacks,11
4425,Garofalo Ravioli lard,8000139929014,plats-cuisines,pizza-menus-snacks,11
4426,Garofalo Ravioli lard,7613269894599,plats-cuisines,pizza-menus-snacks,11
4427,M-Classic Saladbowl,7617027980494,plats-cuisines,pizza-menus-snacks,11
4428,M-Classic Saladbowl,7617027980500,plats-cuisines,pizza-menus-snacks,11
4429,Anna's Best Salade du chef,7617027722742,plats-cuisines,pizza-menus-snacks,11
4430,Anna's Best Salade du chef,7617027722759,plats-cuisines,pizza-menus-snacks,11
4431,Cornatur Quorn Escalope au poivre,7610745652179,plats-cuisines,pizza-menus-snacks,11
4432,Cornatur Quorn Escalope au poivre,7616800599410,plats-cuisines,pizza-menus-snacks,11
4433,M-Classic Nectar orange-passion,7613269223351,plats-cuisines,pizza-menus-snacks,11
4434,M-Classic Nectar orange-passion,7613269223368,plats-cuisines,pizza-menus-snacks,11
4435,Anna's Best Köttbullar / purée,7613269026358,plats-cuisines,pizza-menus-snacks,11
4436,Anna's Best Köttbullar / purée,7613269026365,plats-cuisines,pizza-menus-snacks,11
4437,Cornatur Boulettes,7613269595229,plats-cuisines,pizza-menus-snacks,11
4438,Cornatur Boulettes,7613269595236,plats-cuisines,pizza-menus-snacks,11
4439,2 Crêpes au chocolat,7617027629294,plats-cuisines,pizza-menus-snacks,11
4440,2 Crêpes au chocolat,7617027629300,plats-cuisines,pizza-menus-snacks,11
4441,Anna's Best Pizza Margherita,7613269490456,plats-cuisines,pizza-menus-snacks,11
4442,Anna's Best Pizza Margherita,7613269490463,plats-cuisines,pizza-menus-snacks,11
4443,Anna's Best Mélange de saison,7613269461173,plats-cuisines,pizza-menus-snacks,11
4444,Anna's Best Mélange de saison,7613269461180,plats-cuisines,pizza-menus-snacks,11
4445,Cornatur Quorn Hot Dog fumé,7610745681100,plats-cuisines,pizza-menus-snacks,11
4446,Cornatur Quorn Hot Dog fumé,7616800599441,plats-cuisines,pizza-menus-snacks,11
4447,Sélection Fiori Salmone,7613269829072,plats-cuisines,pizza-menus-snacks,11
4448,Sélection Fiori Salmone,7613269829089,plats-cuisines,pizza-menus-snacks,11
4449,M-Classic Mini Pizza Prosciutto,7616700176896,plats-cuisines,pizza-menus-snacks,11
4450,M-Classic Mini Pizza Prosciutto,7616700176902,plats-cuisines,pizza-menus-snacks,11
4451,Frifrench Sauce à Salade ail d'ours,7612232023004,plats-cuisines,pizza-menus-snacks,11
4452,Frifrench Sauce à Salade ail d'ours,7616800599069,plats-cuisines,pizza-menus-snacks,11
4453,Bündner Spezialität Pizokel,7617027572712,plats-cuisines,pizza-menus-snacks,11
4454,Bündner Spezialität Pizokel,7617027572729,plats-cuisines,pizza-menus-snacks,11
4455,Cornatur Quorn Escalope nature,7610745672245,plats-cuisines,pizza-menus-snacks,11
4456,Cornatur Quorn Escalope nature,7616800599397,plats-cuisines,pizza-menus-snacks,11
4457,Cornatur Quorn charcuterie poivrons,7613269396123,plats-cuisines,pizza-menus-snacks,11
4458,Cornatur Quorn charcuterie poivrons,7613269396130,plats-cuisines,pizza-menus-snacks,11
4459,Anna's Best Fresh Dip Curry,7613269260523,plats-cuisines,pizza-menus-snacks,11
4460,Anna's Best Fresh Dip Curry,7616600709972,plats-cuisines,pizza-menus-snacks,11
4461,Anna's Best Fresh Dip Curry,7616600822367,plats-cuisines,pizza-menus-snacks,11
4462,Dip Chinoise 6x125g,7613269260608,plats-cuisines,pizza-menus-snacks,11
4463,Dip Chinoise 6x125g,7616600710015,plats-cuisines,pizza-menus-snacks,11
4464,Dip Chinoise 6x125g,7616600822404,plats-cuisines,pizza-menus-snacks,11
4465,Insalata Nostrana Lattughini misti,7617027844444,plats-cuisines,pizza-menus-snacks,11
4466,Insalata Nostrana Lattughini misti,7617027844451,plats-cuisines,pizza-menus-snacks,11
4467,Andros Jus d'orange sanguine,3045320104790,plats-cuisines,pizza-menus-snacks,11
4468,Andros Jus d'orange sanguine,7617027980593,plats-cuisines,pizza-menus-snacks,11
4469,Anna's Best Gazpacho andaluz,7613269446484,plats-cuisines,pizza-menus-snacks,11
4470,Anna's Best Gazpacho andaluz,7613269446491,plats-cuisines,pizza-menus-snacks,11
4471,Anna's Best Salade des Fêtes,7617027631556,plats-cuisines,pizza-menus-snacks,11
4472,Anna's Best Salade des Fêtes,7617027631563,plats-cuisines,pizza-menus-snacks,11
4473,Anna's Best Vinaigrette Moutarde miel,7613269390138,plats-cuisines,pizza-menus-snacks,11
4474,Anna's Best Vinaigrette Moutarde miel,7613269390145,plats-cuisines,pizza-menus-snacks,11
4475,Quiche Lorraine,3240782040000,plats-cuisines,pizza-menus-snacks,11
4476,Quiche Lorraine,7613269003823,plats-cuisines,pizza-menus-snacks,11
4477,Anna's Best Asia Money Bags,7613269508656,plats-cuisines,pizza-menus-snacks,11
4478,Anna's Best Asia Money Bags,7613269508663,plats-cuisines,pizza-menus-snacks,11
4479,Anna's Best Bâtonnets de légumes,7617027632942,plats-cuisines,pizza-menus-snacks,11
4480,Anna's Best Bâtonnets de légumes,7617027632959,plats-cuisines,pizza-menus-snacks,11
4481,Cornatur Quorn Hachis,7610745672238,plats-cuisines,pizza-menus-snacks,11
4482,Cornatur Quorn Hachis,7616800599380,plats-cuisines,pizza-menus-snacks,11
4483,Biotta Carottes & Mangue,7618500948352,plats-cuisines,pizza-menus-snacks,11
4484,Biotta Carottes & Mangue,7618500548354,plats-cuisines,pizza-menus-snacks,11
4485,Knorr Quick Noodles Hot & Spicy,7611100454049,plats-cuisines,pizza-menus-snacks,11
4486,Knorr Quick Noodles Hot & Spicy,7611100454056,plats-cuisines,pizza-menus-snacks,11
4487,Fleury Michon Hachis Parmentier,3302741968104,plats-cuisines,pizza-menus-snacks,11
4488,Fleury Michon Hachis Parmentier,3302740419683,plats-cuisines,pizza-menus-snacks,11
4489,Plat saveur exotique,3366760015300,plats-cuisines,pizza-menus-snacks,11
4490,Plat saveur exotique,7617015128341,plats-cuisines,pizza-menus-snacks,11
4491,Anna's Best Bouquet de salades,7613269319337,plats-cuisines,pizza-menus-snacks,11
4492,Anna's Best Bouquet de salades,7613269319344,plats-cuisines,pizza-menus-snacks,11
4493,Anna's Best Emincé de poulet,7613269635451,plats-cuisines,pizza-menus-snacks,11
4494,Anna's Best Emincé de poulet,7613269635468,plats-cuisines,pizza-menus-snacks,11
4495,Anna's Best ASC sandwich saumon,7613269250180,plats-cuisines,pizza-menus-snacks,11
4496,Anna's Best ASC sandwich saumon,7613269250197,plats-cuisines,pizza-menus-snacks,11
4497,Anna's Best Pizza Funghi,7613269490845,plats-cuisines,pizza-menus-snacks,11
4498,Anna's Best Pizza Funghi,7613269490852,plats-cuisines,pizza-menus-snacks,11
4499,Anna's Best Délice jambon,7613269250357,plats-cuisines,pizza-menus-snacks,11
4500,Anna's Best Délice jambon,7613269250364,plats-cuisines,pizza-menus-snacks,11
4501,Sélection Fiori crevette,7613269904021,plats-cuisines,pizza-menus-snacks,11
4502,Sélection Fiori crevette,7613269904038,plats-cuisines,pizza-menus-snacks,11
4503,Anna's Best Brezel Sils avec beurre,7613269724681,plats-cuisines,pizza-menus-snacks,11
4504,Anna's Best Brezel Sils avec beurre,7613269724698,plats-cuisines,pizza-menus-snacks,11
4505,Anna's Best Triondo Champignons Wauwil,7613269888130,plats-cuisines,pizza-menus-snacks,11
4506,Anna's Best Triondo Champignons Wauwil,7613269888147,plats-cuisines,pizza-menus-snacks,11
4507,M-Classic Choucroute crue,7613269552994,plats-cuisines,pizza-menus-snacks,11
4508,M-Classic Choucroute crue,7613269553205,plats-cuisines,pizza-menus-snacks,11
4509,Bio Choucroute cuite,7617027633567,plats-cuisines,pizza-menus-snacks,11
4510,Bio Choucroute cuite,7617027633574,plats-cuisines,pizza-menus-snacks,11
4511,Andros pomme abricot,3045320093421,plats-cuisines,pizza-menus-snacks,11
4512,Andros pomme abricot,3045320503746,plats-cuisines,pizza-menus-snacks,11
4513,Andros pomme abricot,7616800605807,plats-cuisines,pizza-menus-snacks,11
4514,Tradition Sauce Francaise herbes,7613269392880,plats-cuisines,pizza-menus-snacks,11
4515,Tradition Sauce Francaise herbes,7613269392897,plats-cuisines,pizza-menus-snacks,11
4516,Anna's Best MSC Riz cantonais,7613269260271,plats-cuisines,pizza-menus-snacks,11
4517,Anna's Best MSC Riz cantonais,7616800816883,plats-cuisines,pizza-menus-snacks,11
4518,Anna's Best MSC Riz cantonais,7616800607627,plats-cuisines,pizza-menus-snacks,11
4519,Anna's Best Pesto Rosso,7613269260424,plats-cuisines,pizza-menus-snacks,11
4520,Anna's Best Pesto Rosso,27004074,plats-cuisines,pizza-menus-snacks,11
4521,Anna's Best Pesto Rosso,7616800607863,plats-cuisines,pizza-menus-snacks,11
4522,Anna's Best Fromolives,7617027633741,plats-cuisines,pizza-menus-snacks,11
4523,Anna's Best Fromolives,7617027633758,plats-cuisines,pizza-menus-snacks,11
4524,Anna's Best Fresh Dip a poivre,7613269260554,plats-cuisines,pizza-menus-snacks,11
4525,Anna's Best Fresh Dip a poivre,7616600710008,plats-cuisines,pizza-menus-snacks,11
4526,Anna's Best Fresh Dip a poivre,7616600822398,plats-cuisines,pizza-menus-snacks,11
4527,Anna's Best Juice Orange,7613269260721,plats-cuisines,pizza-menus-snacks,11
4528,Anna's Best Juice Orange,7616800895383,plats-cuisines,pizza-menus-snacks,11
4529,Anna's Best Juice Orange,7616800608211,plats-cuisines,pizza-menus-snacks,11
4530,Bio Salade lentilles,7613269372158,plats-cuisines,pizza-menus-snacks,11
4531,Bio Salade lentilles,7613269372165,plats-cuisines,pizza-menus-snacks,11
4532,Anna's Best Salade pommes de terre,7613269287445,plats-cuisines,pizza-menus-snacks,11
4533,Anna's Best Salade pommes de terre,7613269287452,plats-cuisines,pizza-menus-snacks,11
4534,Alnatura black bean cashew burger,42343257,plats-cuisines,pizza-menus-snacks,11
4535,Alnatura black bean cashew burger,4104420183797,plats-cuisines,pizza-menus-snacks,11
4536,Alnatura black bean cashew burger,7613269857754,plats-cuisines,pizza-menus-snacks,11
4537,M-Classic Tortelloni ricotta / épinards,7610200067647,plats-cuisines,pizza-menus-snacks,11
4538,M-Classic Tortelloni ricotta / épinards,7616800596303,plats-cuisines,pizza-menus-snacks,11
4539,Anna's Best Gnocchi di spinaci,7613269522010,plats-cuisines,pizza-menus-snacks,11
4540,Anna's Best Gnocchi di spinaci,7613269522027,plats-cuisines,pizza-menus-snacks,11
4541,Anna's Best Dressing Balsamico,7613269198406,plats-cuisines,pizza-menus-snacks,11
4542,Anna's Best Dressing Balsamico,7613269198413,plats-cuisines,pizza-menus-snacks,11
4543,Anna's Best Saison Spätzli ail des ours,7613269519669,plats-cuisines,pizza-menus-snacks,11
4544,Anna's Best Saison Spätzli ail des ours,7613269519676,plats-cuisines,pizza-menus-snacks,11
4545,Mini Sandwich Prosciutto Crudo,7617027982771,plats-cuisines,pizza-menus-snacks,11
4546,Mini Sandwich Prosciutto Crudo,7617027982788,plats-cuisines,pizza-menus-snacks,11
4547,Anna's Best Salade Cervelas et fromage,7613269287483,plats-cuisines,pizza-menus-snacks,11
4548,Anna's Best Salade Cervelas et fromage,7613269287490,plats-cuisines,pizza-menus-snacks,11
4549,American Favorites Baked Potatoes,7613269429210,plats-cuisines,pizza-menus-snacks,11
4550,American Favorites Baked Potatoes,7613269412403,plats-cuisines,pizza-menus-snacks,11
4551,Anna's Best Soupe du chalet,7613269375456,plats-cuisines,pizza-menus-snacks,11
4552,Anna's Best Soupe du chalet,7613269375463,plats-cuisines,pizza-menus-snacks,11
4553,Anna's Best Focaccia pomodorini,7617027888943,plats-cuisines,pizza-menus-snacks,11
4554,Anna's Best Focaccia pomodorini,8019290020386,plats-cuisines,pizza-menus-snacks,11
4555,Anna's Best Focaccia pomodorini,7617027888950,plats-cuisines,pizza-menus-snacks,11
4556,Anna's Best Griechischer Salat,7617027631853,plats-cuisines,pizza-menus-snacks,11
4557,Anna's Best Griechischer Salat,7617027631860,plats-cuisines,pizza-menus-snacks,11
4558,Bio Olives au citron,7613269445388,plats-cuisines,pizza-menus-snacks,11
