,idx,name,eans,slug
11977,102502600000,Vermicelles,7616800812359,supermarche/denrees-alimentaires/boulangerie/ingredients-de-boulangerie/boulangerie-desserts
11978,102502600000,Vermicelles,7616800585307,supermarche/denrees-alimentaires/boulangerie/ingredients-de-boulangerie/boulangerie-desserts
11979,252300300000,Pelican MSC Crevettes,7613269292883,supermarche/denrees-alimentaires/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer
11980,252300300000,Pelican MSC Crevettes,5700001400117,supermarche/denrees-alimentaires/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer
11981,252300300000,Pelican MSC Crevettes,7613269292890,supermarche/denrees-alimentaires/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer
11982,252300300000,Pelican MSC Crevettes,5700001012501,supermarche/denrees-alimentaires/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer
11983,212546300000,Président Carré Gourmet,3155250346327,supermarche/denrees-alimentaires/produits-laitiers-oeufs/fromages/fromages-a-pate-molle
11984,212546300000,Président Carré Gourmet,3155251346326,supermarche/denrees-alimentaires/produits-laitiers-oeufs/fromages/fromages-a-pate-molle
11985,120224800000,7up Grapefruit,4060800180346,supermarche/denrees-alimentaires/boissons-chaudes-froides/boissons-sucrees
11986,120224800000,7up Grapefruit,4060800180230,supermarche/denrees-alimentaires/boissons-chaudes-froides/boissons-sucrees
11987,153223200000,Agnesi Amatriciana,80525431,supermarche/denrees-alimentaires/garnitures-ingredients/soupes-sauces-bouillon/sauces-pour-les-pates
11988,153223200000,Agnesi Amatriciana,80525417,supermarche/denrees-alimentaires/garnitures-ingredients/soupes-sauces-bouillon/sauces-pour-les-pates
11989,153223200000,Agnesi Amatriciana,8001200031162,supermarche/denrees-alimentaires/garnitures-ingredients/soupes-sauces-bouillon/sauces-pour-les-pates
