id,name,barcode,category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg)
12464,Elsa Excellence Fragola Di Bosco,7610200369994,/produits-laitiers-oeufs/yogourt,580.0,0.1,2.5,14.0,15.0,7.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12474,Alfredo Perle di Mozzarella,22135919,/produits-laitiers-oeufs/fromages,1015.0,0.4,19.0,1.5,1.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12478,M-Classic Tartelettes ratatouille,7613312004760,/produits-surgeles/aperitif-dessert,680.0,1.1,4.0,4.0,18.0,8.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12480,Alnatura Sélection - Assortiment de chocolats de Belgique,4104420132627,/chocolat/chocolat,2300.0,0.1,7.8,38.4,39.7,39.6,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12484,Alnatura Aceto Balsamico di Modena,4104420030923,TO_CLASSIFY,500.0,0.02,0.4,17.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12494,M Classic Amandes émondées,7610200010490,/boulangerie/ingredients-de-boulangerie,2640.0,0.1,21.0,4.5,14.0,53.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12501,Fratelli Beretta Jambon de Parme,8007660473023,/viande/viande-sechee-jambon,1038.0,5.0,28.0,0.5,0.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12503,Buon Gusto Cannelloni Fiorentina Pâtes farcies d'épinards- ricotta et brocoli,7613312020661,/produits-surgeles/plats-cuisines,550.0,1.0,6.0,2.5,15.0,5.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12513,M Budget Paté à la viande,7610200407948,/viande/produits-de-charcuterie,1235.0,2.0,11.0,2.0,22.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12515,FARMER Soft Lait \u0026 Fraise ,7613269187257,/mueesli-cereales/barres-de-cereales,1820.0,0.42,13.0,30.0,55.0,17.0,0.0,4.0,0.0,0.36,4.0,200.0,266.0,1.7,26.0,0.46,2.0,5.3,0.46,0.82
12523,Knorr Enchiladas Mexicaines,8710908920622,/plats-cuisines/plats-cuisines,1052.0,1.1,13.0,5.1,17.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12528,Anna's best Grenade,7613269636427,/plats-cuisines/pizza-menus-snacks,334.0,0.08,1.5,12.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12536,Migros Léger Sauce à salade,7613312010617,/garnitures-ingredients/soupes-sauces-bouillon,520.0,2.5,0.8,1.0,1.5,13.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12538,Migros Sélection Selles sur-cher,7613269172611,/produits-laitiers-oeufs/fromages,1183.0,1.5,18.0,1.5,1.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12540,M-Budget Sirop de framboise,7613269366614,/boissons-chaudes-froides/sirop-soda,170.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12544,ALNATURA Jus de limette,4104420072121,/boissons-chaudes-froides/jus-de-fruits-de-legumes,126.0,0.0,0.4,3.0,3.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12548,St Moret Ligne \u0026 Plaisir,3272770093583,/produits-laitiers-oeufs/fromages,546.0,1.0,10.2,3.5,4.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12550,Alnatura Crunchy avoine choco légèrement amer,4104420019782,/mueesli-cereales/cereales,1857.0,0.39,9.5,20.0,59.0,17.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12558,M Classic Tomates concassées avec jus de tomate,7613312063989,/garnitures-ingredients/tomates-en-conserve,110.0,0.0,1.5,4.5,4.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12566,Migros Budget Poulet mini crispy,7610200421517,/viande/volaille,863.0,1.9,13.0,1.0,24.0,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12568,Farmer Joghurt Crunchy Baies des bois,7616600710459,/produits-laitiers-oeufs/birchermueesli,550.0,0.1,4.0,13.0,17.0,5.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12573,Pancho Villa Mini Tortillas,8410076472281,/garnitures-ingredients/du-monde-entier,1255.0,1.0,9.0,2.0,53.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12577,TERRASUISSE Dés de lard fumé  ,7613269021711,/viande/produits-de-charcuterie,1120.0,3.0,17.0,1.0,1.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12579,Bon Chef - Parmentier,7613269297352,/garnitures-ingredients/soupes-sauces-bouillon,110.0,0.9,1.0,1.0,4.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12584,Frey Giandor,7616500906594,/chocolat/chocolat,2450.0,0.13,8.0,45.0,47.0,40.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12586,Cannelloni bolognese,8021228901049,/plats-cuisines/pizza-menus-snacks,627.0,1.4,10.0,3.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12588,Condy Epis de Maïs,7610200340207,/garnitures-ingredients/legumes-legumes-au-vinaigre,190.0,1.2,1.5,4.0,8.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12592,M-Budget Jus de pomme,7613269190899,/boissons-chaudes-froides/jus-de-fruits-de-legumes,186.0,0.0,0.5,10.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12598,Fruity Fresh : Chewing Gum,7616500645059,/chocolat/bonbons-chewing-gum,740.0,0.01,0.0,0.1,72.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12601,Orangina Zero,8435185956446,/boissons-chaudes-froides/boissons-sucrees,32.0,0.01,0.1,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12606,Kikkoman Sauce Soja à Teneur en Sel Réduite,8715035130104,/garnitures-ingredients/du-monde-entier,450.0,9.0,10.0,4.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12624,Coupe Chantilly Dessert au chocolat ,22016478,/produits-laitiers-oeufs/dessert,550.0,0.1,3.0,17.0,19.0,4.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12642,ALNATURA - crème glacée à la vanille,4104420112445,/produits-surgeles/glace-entremets,883.0,0.1,3.7,20.0,22.0,12.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12646,Filet de dos de cabillaud,7613269013907,/poisson-fruits-de-mer/traiteur,450.0,1.0,16.0,0.5,0.5,4.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12648,Cous de poulet,7617023003982,/produits-surgeles/viande,780.0,0.0,13.0,1.0,1.0,15.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12658,Mozzarella,7617027753586,/produits-laitiers-oeufs/fromages,1035.0,0.6,18.0,1.5,1.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12662,Migros Pain aux graines,7610177004317,/boulangerie/farine,1573.0,2.3,15.0,0.7,52.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12665,M Budget BISCUIT ROND,7617400035810,/chocolat/biscuits-gaufres,2150.0,0.4,8.0,22.0,65.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12669,Nutella (Ferrero),80050698,/petit-dejeuner/pates-a-tartiner,2278.0,0.11,6.0,56.8,57.6,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12671,easy Soup Célestine,7613269296799,/garnitures-ingredients/soupes-sauces-bouillon,100.0,0.9,0.9,0.5,4.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12678,MARIE ELISABETH Sardines à l'huile d'Olive,5600324610012,/garnitures-ingredients/poisson-en-conserve,1053.0,1.0,18.4,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12697,Bisque de homard,7613312052075,/garnitures-ingredients/soupes-sauces-bouillon,313.0,0.88,1.5,1.0,6.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12702,Bischofszell Salsa All'Italiana Bolognese,7613312014035,/garnitures-ingredients/soupes-sauces-bouillon,484.0,1.0,8.0,2.5,4.5,7.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12704,The BLUE EDITION Red Bull,90376634,/boissons-chaudes-froides/boissons-energetiques,195.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12710,M Classic Popcorn salés,7613269315339,/aperitif/popcorn,1727.0,2.0,8.0,1.0,55.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12712,Léger Cacao,7617400049152,/produits-surgeles/glace-entremets,415.0,0.24,5.0,6.0,11.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12718,Knorr Gratin Penne-légumes ,7611100100571,/garnitures-ingredients/soupes-sauces-bouillon,649.0,0.65,5.5,2.6,19.0,5.7,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12724,Bon Chef Ribeli Petites pàtes Tempestina,7613269297093,/garnitures-ingredients/soupes-sauces-bouillon,110.0,0.89,0.9,0.5,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12733,Alnatura Epeautre soufflé,4104420018709,/mueesli-cereales/cereales,1584.0,0.03,8.4,26.0,77.0,2.1,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12737,ANDROS Les Compotes Pomme Poire,3608580004837,/plats-cuisines/pizza-menus-snacks,219.0,0.0,0.3,11.0,11.0,0.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
12739,Mbudjet Carottes et petits pois,7613269197423,/garnitures-ingredients/legumes-legumes-au-vinaigre,263.0,0.73,3.5,2.5,9.0,0.5,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12740,M-Budget Carottes et petits pois,7616800302379,/garnitures-ingredients/legumes-legumes-au-vinaigre,260.0,0.7,3.5,2.5,9.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12744,PARTY CRACKERS GRUYÈRE AOP,7617400010336,/aperitif/biscuits-aperitifs,2110.0,2.8,14.0,1.0,48.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12746,FIGURE CONTROL Substitut de repas arôme chocolat,7613269303831,/boissons-chaudes-froides/boissons-faibles-en-calories,1574.0,0.7,29.0,33.0,50.0,4.5,0.0,8.0,0.0,1.2,10.0,165.0,595.0,4.8,35.0,1.4,2.9,17.0,1.4,1.2
12751,Mclassic Crunchy Choco,7617027808156,/mueesli-cereales/mueesli,1800.0,0.45,8.0,22.0,63.0,14.0,0.0,9.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12753,Agnesi Pesto alla calabrese,80525400,/garnitures-ingredients/soupes-sauces-bouillon,1219.0,1.2,3.6,8.3,11.0,26.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12756,Migros Bio Müesli aux fruits,7613312013489,/mueesli-cereales/cereales,1403.0,0.0,8.0,22.0,60.0,4.5,0.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12758,ALNATURA Mélange de baies non sucrées (de l'agriculture biologique),4104420112483,TO_CLASSIFY,178.0,0.01,0.9,7.8,7.8,0.5,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12764,Rio Mare Thon au naturel,80040446,/garnitures-ingredients/poisson-en-conserve,410.0,1.3,23.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12767,Anna's BEST Gnochetti di patate,7613269259619,/plats-cuisines/pizza-menus-snacks,564.0,1.2,4.5,4.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12770,SANPELLEGRINO ARANCIATA,8002270816475,/boissons-chaudes-froides/boissons-daperitif,153.0,0.0,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12771,M Classic Choco Drink,76102639,/produits-laitiers-oeufs/lait-boissons-lactees,260.0,0.1,0.0,10.0,10.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12774,Anna's Best Feuilles de cœurs de laitue pommée,7613269137948,/plats-cuisines/pizza-menus-snacks,62.0,0.0,1.5,1.0,1.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12781,M Budget DES DE BETTERAVE ROUGE- CUITE,7610200425232,/plats-cuisines/pizza-menus-snacks,210.0,0.0,1.0,5.0,9.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12783,M Classic Huile de colza suisse,7617027731652,/garnitures-ingredients/ingredients-de-cuisson,3404.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12785,Migros Paris Brest,7613269227090,/boulangerie/boulangerie-patisserie,1360.0,0.5,4.5,17.0,27.0,22.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12787,Migros Macarons aux noisettes,7613269458838,/boulangerie/boulangerie-patisserie,1916.0,0.11,9.0,49.0,52.0,23.0,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12791,M Budget Champignons De Paris,7617027955652,/garnitures-ingredients/legumes-legumes-au-vinaigre,75.0,0.75,2.5,0.5,0.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12793,Hot Chocolate,7613269261247,/petit-dejeuner/cacao-chocolats-en-poudre,1594.0,0.25,7.0,70.0,76.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12803,Bio Yogourt Nature,22138910,/produits-laitiers-oeufs/yogourt,320.0,0.1,4.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12807,Sun Queen Rondelles De Pommes Avec Poudre Framboises,7613312095720,/boulangerie/ingredients-de-boulangerie,1500.0,0.01,2.0,70.0,79.0,0.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12811,San Antonio Pandorino,7616700013931,/boulangerie/boulangerie-patisserie,1670.0,0.6,9.0,15.0,51.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12813,V6 : Dental : Green Tea Jasmine,57055084,/chocolat/bonbons-chewing-gum,735.0,0.08,0.2,0.1,71.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12820,MIGROS Léger COUPE CHOCO,22041227,/produits-laitiers-oeufs/dessert,330.0,0.1,3.5,6.0,8.0,3.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12830,MIGROS : Eclairs moka,7616700094602,/boulangerie/boulangerie-patisserie,960.0,0.45,4.5,17.0,36.0,7.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12832,Frey Noxana,7616500016583,/chocolat/chocolat,2410.0,0.15,8.0,43.0,45.0,40.0,17.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12839,7610097112482,7610097112482,/boissons-chaudes-froides/boissons-sucrees,30.0,0.03,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12844,Soja Line Soyog Classic,7617027620857,/produits-laitiers-oeufs/yogourt,212.0,0.08,3.5,1.5,3.5,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12852,ROMAN'S KNUSPER-BAGUETTE CROÛTONS À L'AIL,7640134625019,/garnitures-ingredients/soupes-sauces-bouillon,2090.0,1.9,13.0,1.0,67.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12864,Anna's Best Fresh Dip Tartare,7613269260493,/plats-cuisines/pizza-menus-snacks,1390.0,1.6,2.0,1.0,3.5,35.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12872,Migros Bolets séches,7610200082336,/garnitures-ingredients/champignons,120.0,0.5,35.0,1.5,23.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12880,M Classic Grains de Maïs,7617027917148,/garnitures-ingredients/legumes-legumes-au-vinaigre,505.0,0.35,3.0,4.0,22.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12883,Coop Freefrom Fromage à pâte molle,7613356113381,/produits-laitiers-oeufs/fromages,1530.0,1.3,18.0,0.5,1.5,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12895,Migros Bio Mini moelleux au chocolat ,7613269544500,/boulangerie/boulangerie-patisserie,1921.0,0.13,7.0,38.0,48.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12902,Porridge CLASSIQUE ,7610900200689,/produits-laitiers-oeufs/birchermueesli,487.0,0.1,4.5,9.0,18.0,2.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12908,MClassic Abricot: Biscuits sablés avec fourrage,7617400034431,/chocolat/specialites,1804.0,0.27,4.0,43.0,75.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12914,M Classic Ice Coffee,22139320,/produits-laitiers-oeufs/lait-boissons-lactees,260.0,0.1,3.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12915,Mclassic Ice Coffee,7613269779919,/produits-laitiers-oeufs/lait-boissons-lactees,260.0,0.1,3.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12922,Migros : Riz au Lait : Vanille,7610200213976,/produits-laitiers-oeufs/dessert,511.0,0.1,3.5,14.0,21.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12928,Fencheltee,7610167636214,/boissons-chaudes-froides/the,130.0,0.2,0.0,7.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12934,Authentic Thai Cuisine Thai Kitchen Red Curry Paste,5021047106055,/garnitures-ingredients/du-monde-entier,216.0,0.0,1.3,0.0,8.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12936,CONDY Petits Oignons,7613269303176,/garnitures-ingredients/legumes-legumes-au-vinaigre,122.0,2.2,0.9,2.5,4.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12947,Choc Midor Noir Gaufrettes Au Chocolat Suisse,7617400037838,/chocolat/biscuits-gaufres,2230.0,0.2,4.5,35.0,55.0,32.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12949,Léger Lit écrémé,7616600708272,/produits-laitiers-oeufs/lait-boissons-lactees,140.0,0.1,3.5,4.5,4.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12951,Migros Baguette,7616700191806,/boulangerie/produits-sans-gluten,963.0,1.5,2.0,0.5,49.0,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12953,Tradition NUSSHÖRNLI,7617400037364,/chocolat/biscuits-gaufres,2012.0,0.41,6.0,26.0,57.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12955,Miel de France Miel Français,7610200011312,/petit-dejeuner/miel,1400.0,0.0,0.5,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12966,M Classic Mascarpone,76166969,/produits-laitiers-oeufs/fromages,1830.0,0.1,3.5,4.0,4.0,46.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12968,Valflora Soft Produit à tartiner onctueux avec du beurre et de l'huile de colza,7617300529013,/produits-laitiers-oeufs/beurre,0.0,0.1,0.5,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12970,Migros Pane rustico,7613269262206,/boulangerie/produits-sans-gluten,1083.0,1.2,6.0,1.5,37.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12974,Crème d'or Classic chocolat,7617400041606,/produits-surgeles/glace-entremets,1177.0,0.18,6.0,23.0,25.0,17.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12987,Génoise avec purée de marrons et crème à la vanille,7613269742050,/boulangerie/boulangerie-patisserie,1163.0,0.13,5.0,22.0,32.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12989,Migros Bio Olives grecques,7613312015940,/garnitures-ingredients/champignons-olives-en-conserve,403.0,3.9,0.9,0.5,0.5,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12993,M Budget MEGA STICK ARÔME VANILLE Glace à l'arôme de vanille,7617400046618,/produits-surgeles/glace-entremets,1223.0,0.15,4.5,26.0,30.0,17.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12997,Migros Meringues Dessert Crème Vanille,22137999,/produits-laitiers-oeufs/dessert,520.0,0.13,4.0,18.0,20.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13002,Patissier Raffermisseur pour crème fouettée,76174513,/boulangerie/ingredients-de-boulangerie,1571.0,0.09,0.5,61.0,92.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13014,Mimare Filets de thon,7613269272823,/garnitures-ingredients/poisson-en-conserve,948.0,0.87,27.0,0.5,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13016,Yupi BURGER,4003084014884,/chocolat/bonbons-chewing-gum,1403.0,0.26,5.0,47.0,77.0,0.5,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13018,Farmer urkorn müesli,7613312109434,/mueesli-cereales/mueesli,1462.0,0.09,13.0,14.0,56.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13020,flan CHOCOLAT,7610200371140,/produits-laitiers-oeufs/dessert,460.0,0.1,3.0,17.0,18.0,25.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
