id,name,barcode,category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg)
2797,MIgros Sport Fresh Bombon Rafraîchissants,7613312001684,/chocolat/bonbons-chewing-gum,1657.0,0.0,0.0,75.0,96.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0
2801,La vache qui rit Pik \u0026 Croq,3073780809061,/produits-laitiers-oeufs/fromages,1221.0,1.6,11.0,6.0,25.0,16.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811,ALNATURA Boisson au soja non sucrée,4104420094987,/produits-laitiers-oeufs/lait-boissons-lactees,178.0,0.04,3.6,0.8,2.0,2.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,Grand-Mère Milanais,7617400033007,/chocolat/jours-de-fetes-evenements,2135.0,0.16,7.0,21.0,63.0,25.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,Migros Bio Spirales,7613269373438,/garnitures-ingredients/pates,1460.0,0.1,15.0,3.0,63.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2824,Migros Fish \u0026 Dip MSC Mini-bâtonnets en sachets fraîcheur,3276170018221,/poisson-fruits-de-mer/traiteur,459.0,1.9,7.2,4.6,10.0,3.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,Valflora Crème Fraîche Sauerrahm Nature,7613269406037,/produits-laitiers-oeufs/creme,1400.0,0.1,2.5,3.0,3.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2828,Patissier Mélange de fruits confits,76102110,/boulangerie/ingredients-de-boulangerie,1378.0,0.38,0.5,59.0,79.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2841,M-Classic Croissants au beurre,7617027935739,/boulangerie/produits-frais-de-boulangerie-non-refrigeres,1592.0,1.0,5.0,6.0,42.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,MIGROS PETITS PAINS AU LAIT,7616700143775,/boulangerie/petits-pains,1430.0,1.2,9.0,14.0,57.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,Gomz Langues Acidulées,7613269335122,/chocolat/bonbons-chewing-gum,1431.0,0.18,3.5,49.0,78.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2849,Knorr : Velouté aux Champignons de bois,7611100133142,/garnitures-ingredients/soupes-sauces-bouillon,230.0,0.98,1.0,0.9,5.0,3.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2853,Alnatura Bio Dinkel Sticks d'èpeautre pavot \u0026 sel marin,4104420055384,/aperitif/biscuits-aperitifs,1764.0,2.3,13.0,2.5,61.0,12.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,Valflora M-Dessert Lait acidulé,76166600,/produits-laitiers-oeufs/creme,570.0,0.1,3.0,4.0,4.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2864,Blattspinat,4104420112148,/produits-surgeles/legumes-pommes-de-terre,105.0,0.2,2.8,0.6,1.0,0.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2866,ELSA DESSERT TRADITION Crème Vanille,7616600710473,/produits-laitiers-oeufs/dessert,550.0,0.1,2.5,17.0,19.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,FARMER BIRCHER MUESLI ORIGINAL Flocons d'avoine- d'orge et d'épeautre,7613312121443,/mueesli-cereales/mueesli,1646.0,0.93,12.0,12.0,61.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,Knorr Asia Quick Noodles Chicken,7611100470216,/plats-cuisines/pizza-menus-snacks,479.0,0.69,1.6,5.3,15.0,5.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874,MIGROS BIO Huile d'olive italienne,7617027020237,/garnitures-ingredients/ingredients-de-cuisson,3400.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2877,Anna's Best Tzatziki Greek,7613269511144,/plats-cuisines/pizza-menus-snacks,872.0,2.0,2.5,3.5,7.0,19.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,Frey Suprême Blanc Amandes,7616500644427,/chocolat/chocolat,2440.0,0.16,10.0,37.0,38.0,43.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2883,Migros Sélection Morilles spéciales ,7613312131770,/garnitures-ingredients/champignons,1253.0,0.02,28.0,4.1,26.0,4.3,0.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2884,ICE TEA Boisson sucrée instantanée au thé noir- à la menthe et à la lime,7613269294993,/boissons-chaudes-froides/the-glace,118.0,0.01,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
2899,Gomz oursons de gomme,7610167640242,/chocolat/divers,1387.0,0.05,6.0,53.0,75.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2903,Thai Kitchen Authentic Thai Cuisine Green Curry Paste,5021047104419,/garnitures-ingredients/du-monde-entier,344.0,6.1,2.1,14.1,14.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,Harry Pain de multigrains,4071800000992,/boulangerie/pains-longue-conservation,962.0,1.3,7.7,2.3,35.0,4.9,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909,Nestlé Smarties mini,7613032195953,/chocolat/chocolat,1976.0,0.15,5.0,64.1,68.1,19.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2919,Midor Mini petit beurre,7613312074237,/chocolat/biscuits-gaufres,1982.0,0.86,6.0,22.0,77.0,15.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,Alnavit Bio Cranberry Pur jus de canneberge,42279037,/boissons-chaudes-froides/jus-de-fruits-de-legumes,112.0,0.01,0.1,5.8,6.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,7up Grapefruit,4060800163844,/boissons-chaudes-froides/boissons-sucrees,194.0,0.01,0.0,11.4,11.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,Riz Casimir - Emincé de poulet au curry avec riz,7610200383068,/plats-cuisines/pizza-menus-snacks,488.0,1.0,6.0,3.0,18.0,2.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,Feta,7617027981729,/produits-laitiers-oeufs/fromages,1166.0,3.0,16.0,0.0,0.5,24.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,Migros Coques De Meringues,7613312015599,/chocolat/specialites,1649.0,0.25,5.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,THAI KITCHEN Thai Satay Sauce Nam Jim Satay,5021047104723,/garnitures-ingredients/du-monde-entier,962.0,1.6,4.0,20.9,22.7,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,M Classic Farce pour vol-au-vent,7616800700366,/garnitures-ingredients/legumineuses-farce-pour-vol-au-vent,751.0,0.88,6.0,0.5,3.0,16.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,Eimalzin Smiley : Biscuits exquis avec un fourrage au malt au goût aromatique,7617400037807,/chocolat/biscuits-pour-enfants,2250.0,0.8,8.0,31.0,58.0,30.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,Migros Créa d'Or Harmonie,7617400036480,/chocolat/biscuits-gaufres,2280.0,0.1,7.0,37.0,51.0,34.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976,Migros Crème Pistache ,7616600712019,/produits-laitiers-oeufs/dessert,540.0,0.1,3.0,15.0,18.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,M-Budget Mini-flûtes,7616700118650,/aperitif/biscuits-aperitifs,2000.0,2.5,12.0,4.0,61.0,20.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995,Subito Pasta Della Nonna,7613269300588,/plats-cuisines/plats-cuisines,1510.0,2.8,13.0,5.0,67.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,ALNATURA Cacahuètes grillées et salées,4104420057340,/aperitif/noix-grillees,2488.0,1.5,29.0,5.2,7.2,48.2,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3007,ALNATURA Feuilles de gaufrette à l'épeautre,4104420054189,/chocolat/sain-bio,2313.0,0.05,8.2,27.0,40.0,38.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,Nestlé THOMY Sauce AIL,7613035107113,/garnitures-ingredients/soupes-sauces-bouillon,2611.0,0.81,1.0,2.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,Épinards,7616800810447,/produits-surgeles/legumes-pommes-de-terre,80.0,0.03,2.5,0.0,1.0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,Trolli : Apfelringe,4000512364313,/chocolat/divers,1425.0,0.2,4.4,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,CHOC MIDOR CLASSICO GAUFRETTES AU CHOCOLAT SUISSE,7617400037821,/chocolat/biscuits-gaufres,2250.0,0.3,5.0,37.0,57.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,Griesson Duo Keks Kakao,4001518003312,/chocolat/biscuits-gaufres,2002.0,0.35,6.0,33.0,69.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,Agnesi Sauce Tomates et légumes,80525387,/garnitures-ingredients/soupes-sauces-bouillon,265.0,1.4,1.5,5.5,7.0,2.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,Aha Choco drink,7613269349822,/produits-laitiers-oeufs/lait-boissons-lactees,260.0,0.1,3.5,10.0,10.0,0.7,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,M Classic Spirales,7616700014792,/garnitures-ingredients/pates,1511.0,0.53,15.0,2.5,67.0,2.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,aquella taste HIMBEER - CRANBERRY,7613312078914,/boissons-chaudes-froides/eau-aromatisee,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,Migros M Classic Petits Oignons au Vinaigre,7613269106432,/garnitures-ingredients/legumes-legumes-au-vinaigre,216.0,2.2,1.0,8.0,11.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,Jus d'orange,7616800833668,/plats-cuisines/pizza-menus-snacks,204.0,0.03,0.7,9.0,11.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
3077,V6 DENTAL FOR TEETH PROTECTION PEPPERMINT 2 PACK,5700626501046,/chocolat/bonbons-chewing-gum,710.0,0.03,0.4,0.1,68.0,0.5,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,Patissier Cacao en poudre,7613269262107,/boulangerie/ingredients-de-boulangerie,1664.0,2.3,20.0,0.8,19.0,21.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3081,Indian paneer with whole-grains rice and green peas,7613269502418,/plats-cuisines/pizza-menus-snacks,645.0,1.1,6.0,2.0,16.0,7.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,M-Classic Flocons d'avoine complets,7610200011428,/mueesli-cereales/mueesli,1570.0,0.02,13.0,1.0,61.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,Valflora Lait UHT,76102844,/produits-laitiers-oeufs/lait-boissons-lactees,280.0,0.1,3.5,5.0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,Xetabel Weichkäse Aus Schafmilch,3073780276313,/produits-laitiers-oeufs/fromages,1126.0,2.75,15.7,0.8,0.8,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3093,M Budget BAGUETTES,7616700187496,/boulangerie/produits-frais-de-boulangerie-non-refrigeres,1060.0,1.6,10.0,3.0,49.0,0.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,Cassis- pastilles pour la gorge,7610167620305,/chocolat/bonbons-chewing-gum,960.0,0.0,9.0,0.5,72.0,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3107,Anna's Tomates séchées au basilic,7617027633765,/plats-cuisines/pizza-menus-snacks,1217.0,5.5,7.0,18.0,28.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,Anna's BEST Salade de crevettes,7613269285861,/plats-cuisines/pizza-menus-snacks,793.0,1.3,9.0,3.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3113,Noisette Biscuits au Beurre et aux Noisettes,7617400030327,/chocolat/biscuits-gaufres,2220.0,0.4,9.0,19.0,59.0,28.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,M Budget Snack de pommes de terre au goût de chili ,7613269194132,/aperitif/chips,2175.0,1.8,4.0,2.0,57.0,30.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3127,MIGROS BIO Salsa di pomodoro Verdure,7613269135524,/garnitures-ingredients/soupes-sauces-bouillon,322.0,0.73,1.5,6.0,8.0,4.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,M-Classic Sablés viennois,7617027860314,/chocolat/biscuits-gaufres,2247.0,0.63,5.0,22.0,59.0,31.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,M-Classic Pommes Allumettes extra fines,7613269180180,/produits-surgeles/legumes-pommes-de-terre,792.0,0.0,2.0,0.0,26.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,Migros Fit Control Complément Low Carb Proteindrink Vanille,7613269303879,/boissons-chaudes-froides/boissons-faibles-en-calories,1340.0,0.0,69.0,3.5,3.5,0.7,0.5,10.0,70.0,1.6,18.0,300.0,0.0,0.0,120.0,2.1,9.0,24.0,2.1,3.8
3156,Microc Tranches aériennes et croustillantes au blé,7613312089040,/boulangerie/biscottes-pain-croustillant,1548.0,1.3,12.0,5.0,70.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,Bon Chef Grisella,7613269297178,/garnitures-ingredients/soupes-sauces-bouillon,100.0,0.89,1.0,0.5,4.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,Fruits mélangés,7616800835457,/plats-cuisines/pizza-menus-snacks,278.0,0.05,0.6,14.0,15.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,ALTANATURA Biscotti à l'épeautre aux amandes,4104420052628,/chocolat/sain-bio,1874.0,0.13,9.6,26.1,60.2,17.6,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,Risotto Tomato,7613269300861,/plats-cuisines/plats-cuisines,1480.0,2.3,8.0,4.0,76.0,0.9,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,MIGROS BIO Céleri râpe,7617027632737,/plats-cuisines/pizza-menus-snacks,119.0,0.25,1.5,2.0,2.5,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3189,Bio Pain de seigle complet,7616700002621,/boulangerie/pains-bio-longue-conservation,904.0,1.6,6.0,0.9,41.0,0.9,0.0,9.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,Migros Piemont Gaufrettes avec chocolat au lait ,7617400035780,/chocolat/biscuits-gaufres,2250.0,0.2,6.0,47.0,60.0,30.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,M Budget MIEL DE NECTAR CRISTALLISÉ,7613269323020,/petit-dejeuner/miel,1421.0,0.02,0.5,82.0,82.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3202,Morceaux de mangue : Séchés,7610200206626,/boulangerie/ingredients-de-boulangerie,1490.0,0.2,2.0,74.0,80.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3207,Migros Bâtonnets Salés,7613312047828,/aperitif/biscuits-aperitifs,1570.0,4.8,6.0,3.5,77.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,Feta,7613269252597,/produits-laitiers-oeufs/fromages,1180.0,2.8,17.0,0.0,0.5,24.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,Crème d'or Classic Caramel,7617400041385,/produits-surgeles/glace-entremets,1090.0,0.2,5.0,30.0,32.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,SAUCE TRADITION Sauce Française - Sauce à salade,7613269580928,/plats-cuisines/pizza-menus-snacks,1590.0,1.1,3.0,2.5,3.5,40.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,MIGROS SéLECTION Crème brûlée,7613312132005,/aperitif/noix-grillees,2470.0,0.21,19.0,13.0,22.0,46.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,Party Mélange de Noix,7617400010213,/aperitif/noix-grillees,2500.0,1.2,21.0,4.0,13.0,50.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,Frey Truffes au marc de Champagne,7616500639911,/chocolat/chocolat,2220.0,0.15,4.5,44.0,46.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,Andros les Compotes,3608580004813,/plats-cuisines/pizza-menus-snacks,318.0,0.0,0.4,17.0,17.0,0.02,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,Migros Bio Cipollata,7613269132271,/viande/produits-de-charcuterie,980.0,1.8,13.0,1.0,1.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,Alnatura Streichcreme Toskana,4104420037946,TO_CLASSIFY,1583.0,1.3,5.8,4.0,5.6,37.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,Pain d'épice fourré aux amandes,7616700026627,/boulangerie/boulangerie-patisserie,1550.0,0.1,8.0,2.0,65.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,Migros Costa Crevettes Butterfly ,4008467055065,/produits-surgeles/poisson-fruits-de-mer,1177.0,1.3,8.0,0.5,17.0,20.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3275,Migros Couronne de Sils,7616700017878,/boulangerie/pains,11.57,1.9,10.0,3.5,49.0,3.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,Migros Olives Espagnoles farcies à la pâte de poivron,22083029,/garnitures-ingredients/champignons-olives-en-conserve,601.0,3.8,1.0,0.0,0.5,15.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,Jus de pomme,7613312035252,/boissons-chaudes-froides/jus-de-fruits-de-legumes,187.0,0.01,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,Terrasuisse Pain Sarment,7616700092141,/boulangerie/produits-frais-de-boulangerie-non-refrigeres,1051.0,1.8,10.0,3.0,44.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3297,Anna's Best Vegi Hummus Basil,7613269511168,/plats-cuisines/pizza-menus-snacks,1486.0,2.5,7.0,0.5,7.0,32.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,FREY les Délices Blanc croquant,7616500903654,/chocolat/chocolat,2410.0,0.21,6.0,52.0,53.0,38.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3302,Migros Bio Cranberries confites- séchées,7613269269410,/boulangerie/ingredients-de-boulangerie,1450.0,0.1,0.5,71.0,82.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3305,Migros Etoiles filantes,7617400031133,/chocolat/jours-de-fetes-evenements,2241.0,0.26,7.0,27.0,62.0,28.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,Migros Vol-Au-Vent Party,7616700004175,/boulangerie/pains-longue-conservation,2350.0,1.2,8.0,0.5,44.0,39.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3320,M Classic Meatball \u003c\u003cBeef\u003e\u003e,7617100225320,/plats-cuisines/convenience,670.0,1.3,17.0,1.0,1.0,10.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3323,M-Budget Amandes,7613269193043,/boulangerie/ingredients-de-boulangerie,2420.0,0.1,21.0,4.0,9.0,49.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3328,Migros Bio Quinoa Mix,7613312087077,/garnitures-ingredients/garnitures-bio,1470.0,0.1,15.0,2.0,60.0,3.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,Meßmer Orientalischer Chai Gewürze-Kräuter,4002221027886,/boissons-chaudes-froides/the,3.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,Sirop Ice Tea Pêche,7613269357438,/boissons-chaudes-froides/sirop-soda,197.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,MIGROS Pâtisserie en pâte feuilletée avec crème et génoise,7616700150513,/boulangerie/boulangerie-patisserie,1010.0,0.6,4.5,19.0,37.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3348,Agnesi Pesto alla genovese,80525448,/garnitures-ingredients/soupes-sauces-bouillon,1892.0,2.8,5.2,1.8,5.6,46.0,8.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,Anna's Best Persil coupé,7617027632843,/plats-cuisines/pizza-menus-snacks,190.0,0.08,3.0,2.5,2.5,1.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3355,Velouté de courge au curry,7613269375845,/plats-cuisines/pizza-menus-snacks,269.0,0.78,2.0,2.5,6.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
