id,name,barcode,category,Énergie (kJ),Sel (g),Protéines (g),Sucres (g),Glucides (g),Matières grasses (g),Acides gras saturés (g),Fibres alimentaires (g),Biotine (µg),Vitamine B1 (Thiamine) (mg),Vitamine E (Tocopherol) (mg),Acide folique (µg),Vitamine A (µg),Vitamine D (Cholacalciferol) (µg),Vitamine C (Acide ascorbique) (mg),Vitamine B6 (Pyridoxine) (mg),Vitamine B5 (acide pantothénique) (mg),Vitamine B3 (Niacine) (mg),Vitamine B2 (Riboflavine) (mg),Vitamine B12 (Cobalamine) (µg),endline
82,,7613312091432,/petit-dejeuner/cacao-chocolats-en-poudre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
83,,7613312091449,/petit-dejeuner/cacao-chocolats-en-poudre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
84,,7617027631693,/plats-cuisines/pizza-menus-snacks/salades-coupees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
85,,7617027631709,/plats-cuisines/pizza-menus-snacks/salades-coupees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
86,ORIGINAL Zwieback Mini,7617400036596,/boulangerie/biscottes-pain-croustillant,1750.0,11.0,11.0,15.0,73.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
87,,7624200014662,/boulangerie/biscottes-pain-croustillant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
88,M-Budget Fromage à pâte molle,7610200401366,/produits-laitiers-oeufs/fromages/fromages-a-pate-molle,1390.0,1.0,18.0,0.6,0.6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
89,,7616600802635,/produits-laitiers-oeufs/fromages/fromages-a-pate-molle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
90,,3858881064256,/garnitures-ingredients/du-monde-entier/balkans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
91,,3858881064263,/garnitures-ingredients/du-monde-entier/balkans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
92,Petit pain de Sils,7613312087053,/produits-surgeles,943.0,1.8,2.0,0.9,50.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
93,,7613312087060,/produits-surgeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
94,YOU LOW CARB CRUNCHY ,7613312147115,/mueesli-cereales/cereales,2439.0,0.05,13.0,18.0,23.0,47.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
95,,7613312147122,/mueesli-cereales/cereales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
96,,3252260001014,/fruits-et-legumes/fruits/fruits-exotiques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
97,,7617027393003,/fruits-et-legumes/fruits/fruits-exotiques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
98,ALTANATURA Dinkel Vollkorn Mehl Bioland,4104420140684,/boulangerie/farine,1440.0,0.02,12.3,1.0,62.4,2.7,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
99,,7613269432104,/boulangerie/farine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
100,,4104420016507,/boulangerie/farine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
101,,7613269432111,/boulangerie/farine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
102,,4104420140691,/boulangerie/farine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
103,,4104420016514,/boulangerie/farine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
104,M Classic Pikant Sauce š Salade Sans Huile,7613269181644,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,50.0,4.3,0.9,0.5,0.8,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
105,,7616600390002,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
106,,7613269181651,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
107,,7617015030699,/garnitures-ingredients/soupes-sauces-bouillon/vinaigrettes-complements-pour-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
108,,2144048000009,/viande/viande-sechee-jambon/viande-sechee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
109,,7617027554572,/viande/viande-sechee-jambon/viande-sechee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
110,,7617027369732,/viande/viande-sechee-jambon/viande-sechee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
111,Bifidus joghurt Myrtille,7616600711197,/produits-laitiers-oeufs/yogourt,410.0,0.1,3.5,13.0,14.0,2.8,1.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
112,,7616600823593,/produits-laitiers-oeufs/yogourt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
113,Farmer Croc Chocolat,7610200085047,/mueesli-cereales/mueesli,1921.0,0.58,7.0,24.0,64.0,18.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
114,,7617015027217,/mueesli-cereales/mueesli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
115,M Classic Petits pains croustillants,7613269370314,/boulangerie/biscottes-pain-croustillant,1656.0,1.7,12.0,8.0,70.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
116,,7613269370321,/boulangerie/biscottes-pain-croustillant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
117,Yupi Pfirsichringe,4003084010312,/chocolat/divers/special,1404.0,0.2,4.5,52.0,78.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
118,,7617015000562,/chocolat/divers/special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
119,,2030000000944,/chocolat/divers/special,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
120,,7616700229387,/boulangerie/produits-frais-de-boulangerie-non-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
121,,7616700229394,/boulangerie/produits-frais-de-boulangerie-non-refrigeres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
122,,7613312090220,/garnitures-ingredients/legumes-a-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
123,,7613312090237,/garnitures-ingredients/legumes-a-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
124,Alnatura Coulis de mangue,4104420021167,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,472.0,0.1,0.7,25.0,25.4,0.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
125,,7613269433880,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
126,,4104420021174,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
127,,7613269433897,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
128,,7613269550747,/plats-cuisines/pizza-menus-snacks/salades-pretes-a-lemploi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
129,,7613269550754,/plats-cuisines/pizza-menus-snacks/salades-pretes-a-lemploi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
130,Migros Bio Birchermüesli Yogourt,7616600706315,/produits-laitiers-oeufs/yogourt,480.0,0.1,3.5,15.0,17.0,3.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
131,,7616600818216,/produits-laitiers-oeufs/yogourt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
132,M-Classic Joghurt Pomme/Mangue,22016287,/produits-laitiers-oeufs/yogourt,420.0,0.1,3.0,15.0,15.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
133,,7617027577274,/produits-laitiers-oeufs/yogourt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
134,,7613269779957,/produits-laitiers-oeufs/yogourt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
135,,7616600805681,/produits-laitiers-oeufs/yogourt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
136,M Classic Cornichons au vinaigre,7613269106098,/garnitures-ingredients/legumes-legumes-au-vinaigre,120.0,1.6,1.0,3.5,4.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
137,,7613269106401,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
138,M-Classic Sauce à Salade,7616600711807,/plats-cuisines/pizza-menus-snacks/sauces-a-salade,890.0,2.1,1.0,0.5,0.9,23.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
139,,7616600824200,/plats-cuisines/pizza-menus-snacks/sauces-a-salade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
140,,7613312101476,/garnitures-ingredients/epices-herbes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
141,,7613312101483,/garnitures-ingredients/epices-herbes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
142,M Classic Chou rouge- cuit,7613269552550,/plats-cuisines/pizza-menus-snacks/compote-de-raves,169.0,1.3,0.8,7.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
143,,7613269552567,/plats-cuisines/pizza-menus-snacks/compote-de-raves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
144,Migros BIO Sirop fruits rouges,7613312025437,/boissons-chaudes-froides/sirop-soda,204.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
145,,7613312095300,/boissons-chaudes-froides/sirop-soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
146,,7613312025444,/boissons-chaudes-froides/sirop-soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
147,,7617014175148,/boissons-chaudes-froides/cafe/capsules-de-cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
148,,7617014175131,/boissons-chaudes-froides/cafe/capsules-de-cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
149,Mclassic Flocons d'avoines complet,7610200011435,/mueesli-cereales/mueesli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
150,,7610172330268,/mueesli-cereales/mueesli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
151,,7617015026258,/mueesli-cereales/mueesli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
152,Migros Florida Coupes,7610666000660,/chocolat/specialites,0.0,0.1,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
153,,7617027712293,/chocolat/specialites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
154,,7610666002770,/chocolat/specialites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
155,,7610666033941,/chocolat/specialites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
156,Sun Queen Mélange de Noix,7617014100225,/boulangerie/ingredients-de-boulangerie/noix-fruits-secs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
157,SUN QUEEN MÉLANGE DE NOIX,7613312022832,/boulangerie/ingredients-de-boulangerie/noix-fruits-secs,2700.0,0.1,17.0,4.5,12.0,58.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
158,,7613312022849,/boulangerie/ingredients-de-boulangerie/noix-fruits-secs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
159,,7613312061985,/boulangerie/ingredients-de-boulangerie/noix-fruits-secs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
160,,7617014100232,/boulangerie/ingredients-de-boulangerie/noix-fruits-secs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
161,,2147450000001,/produits-laitiers-oeufs/fromages/fromages-a-pate-dure-mi-dure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
162,,7617067005256,/produits-laitiers-oeufs/fromages/fromages-a-pate-dure-mi-dure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
163,,7617068004395,/produits-laitiers-oeufs/fromages/fromages-a-pate-dure-mi-dure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
164,M Classic Haricots verts fins,7610200244598,/garnitures-ingredients/legumes-legumes-au-vinaigre,120.0,0.7,2.0,1.0,1.0,0.5,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
165,,7613312086599,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
166,,2030000005390,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
167,,7616800587677,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
168,,7613312086605,/garnitures-ingredients/legumes-legumes-au-vinaigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
169,M-Budget Tomates pelées ,7613269007234,/garnitures-ingredients/tomates-en-conserve,110.0,0.0,1.5,4.5,4.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
170,,7613269007241,/garnitures-ingredients/tomates-en-conserve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
171,,7613312030424,/boissons-chaudes-froides/the-glace/the-glace-liquide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
172,,7613312030431,/boissons-chaudes-froides/the-glace/the-glace-liquide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
173,Pâte à pizza XL,7616700186963,/boulangerie/ingredients-de-boulangerie/pate-a-pizza,1089.0,1.9,8.0,2.0,44.0,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
174,,7616700186970,/boulangerie/ingredients-de-boulangerie/pate-a-pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
175,,4060800180759,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
176,,4060800180766,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
177,Patissier Massepain,7613312011157,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,1931.0,0.0,6.0,61.0,67.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
178,,7618100150889,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
179,,2030000000074,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
180,,7613312011164,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
181,,7618100050882,/boulangerie/ingredients-de-boulangerie/boulangerie-desserts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
182,M Budget Truite Saumonée,7617027780513,/poisson-fruits-de-mer/traiteur,712.0,3.0,20.0,0.5,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
183,,7617027780520,/poisson-fruits-de-mer/traiteur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
184,,8000139929212,/plats-cuisines/pizza-menus-snacks/pates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
185,,7613269906285,/plats-cuisines/pizza-menus-snacks/pates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
186,Migros Bio Crevettes,7640124316774,/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer,403.0,0.75,21.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
187,,7640124316767,/produits-surgeles/poisson-fruits-de-mer/fruits-de-mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
188,Extra ,7616800899145,/petit-dejeuner/confitures-portions-de-miel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
189,,7616800574004,/petit-dejeuner/confitures-portions-de-miel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
190,Alnatura Chia Öil Nativ,4104420182288,/garnitures-ingredients,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
191,,7613312112618,/garnitures-ingredients,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
192,,4104420182295,/garnitures-ingredients,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
193,,7613312103456,/produits-surgeles/glace-entremets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
194,,7613312103463,/produits-surgeles/glace-entremets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
195,Mbudget VANILA-COLA,7613312061442,/boissons-chaudes-froides/boissons-sucrees,187.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
196,,7613312061459,/boissons-chaudes-froides/boissons-sucrees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endline
